"","longitude","latitude","k3","k4","k5","k6"
"41243",66.998734,30.182971,2,2,2,2
"41423",63.018088,26.000948,1,1,1,1
"41460",69.843706,32.337466,1,1,1,1
"41468",70.821924,33.718056,2,3,5,5
"41539",71.529884,34.738413,1,1,1,1
"41552",63.470991,25.263071,1,1,1,1
"41571",63.338478,26.633622,1,1,1,1
"41663",67.070569,24.832017,2,3,5,5
"41691",62.960135,25.995334,2,3,5,5
"41920",67.009939,24.861462,2,3,5,5
"41924",64.077083,26.922389,1,1,1,1
"42070",68.36065,25.374902,1,1,1,1
"42081",62.187885,25.637925,2,3,3,3
"42082",65.503948,26.997391,2,3,5,5
"42146",64.128039,26.962431,2,3,5,5
"42154",69.830904,32.571484,2,3,3,3
"42198",71.601512,34.011066,1,1,1,1
"42311",66.991535,24.894265,2,3,5,5
"42312",67.876755,29.539772,1,1,1,1
"42385",70.902319,31.825488,1,1,1,1
"42421",70.898168,31.826812,1,1,1,1
"42502",63.883967,26.013864,1,1,1,1
"42508",71.724722,34.237222,3,4,4,4
"42534",67.354256,24.869999,2,3,5,5
"42542",71.291389,34.662222,1,1,1,1
"42564",67.009939,24.861462,2,2,2,2
"42597",66.945189,24.975906,2,3,3,3
"42600",70.025203,32.518338,2,3,5,5
"42718",66.589953,29.025836,2,2,2,2
"42750",70.343366,33.539147,3,4,4,4
"42847",72.936762,33.995984,2,2,2,2
"42848",72.936762,33.995984,2,2,2,2
"42862",69.163708,29.035068,1,1,1,1
"42881",70.415278,32.358889,2,3,5,5
"42905",71.409609,34.801494,2,2,2,2
"42969",70.383333,32.216667,2,3,5,5
"43017",67.15187,24.93778,2,3,5,5
"43049",70.062521,32.5886,2,3,5,5
"43060",69.363889,28.376389,1,1,1,1
"43082",71.577624,34.004951,2,2,2,2
"43115",67.141038,24.908958,2,2,2,2
"43201",64.1,26.966667,1,1,1,1
"43320",71.58049,34.014975,2,2,2,2
"43393",66.96863,30.135364,1,1,1,1
"43396",66.019589,29.555805,1,1,1,1
"43472",71.315534,34.816526,2,3,5,5
"43473",66.884313,25.026813,2,2,2,2
"43521",67.01401,30.19702,2,3,5,5
"43522",67.017798,30.205416,2,3,5,5
"43523",67.017798,30.205416,2,3,5,5
"43549",71.477429,34.565494,2,2,2,2
"43567",71.258813,34.563515,1,1,1,1
"43606",71.258813,34.563515,2,2,2,2
"43660",66.998734,30.182971,3,4,4,4
"43661",66.998734,30.182971,1,1,1,1
"43664",70.880711,31.824589,2,3,3,3
"43684",66.84691,29.798417,2,3,5,5
"43685",70.033939,33.133063,2,3,5,5
"43693",63.014758,26.156056,1,1,1,1
"43804",74.223802,31.975507,2,2,2,2
"43849",69.944355,32.448074,2,3,5,5
"43990",64.919337,26.337664,1,1,1,1
"44025",67.012267,30.195202,2,3,5,5
"44027",68.433596,28.282664,1,1,1,1
"44054",65.51126,26.962397,2,2,2,2
"44069",67.003547,30.177564,2,3,5,5
"44117",70.43233,33.150724,3,4,4,4
"44144",67.04959,24.871981,2,2,2,2
"44225",71.582729,34.013925,3,4,4,4
"44227",67.012267,30.195202,2,3,5,5
"44290",67.194982,24.900462,2,2,2,2
"44291",67.008,30.198395,2,3,5,5
"44292",66.983278,30.162558,2,3,5,5
"44293",62.330201,25.174938,1,1,1,1
"44333",69.100003,29.142127,1,1,1,1
"44356",65.500454,26.963424,2,3,5,5
"44419",68.433596,28.282664,1,1,1,1
"44420",69.159609,29.035997,1,1,1,1
"44769",70.4032,33.430238,1,1,1,1
"44773",71.582729,34.013925,2,2,2,2
"44804",64.112336,26.975242,2,3,3,3
"44917",62.368788,26.102687,1,1,1,1
"44918",66.991099,30.182025,2,3,5,5
"44926",71.601359,33.99773,2,2,2,2
"44929",71.74278,34.149739,2,3,5,5
"44940",69.159609,29.035158,2,3,5,5
"45137",63.050872,26.014012,1,1,1,1
"45138",63.037878,26.007915,1,1,1,1
"45140",64.098934,26.962214,1,1,1,1
"45141",62.314297,25.197638,2,3,5,5
"45192",66.990607,30.180194,1,1,1,1
"45195",69.861777,32.747876,1,1,1,1
"45243",66.997849,30.190914,2,3,5,5
"45265",69.748061,32.908626,1,1,1,1
"45309",69.578028,32.302412,2,3,5,5
"45384",70.892147,33.89585,1,1,1,1
"45401",68.181459,28.377754,1,1,1,1
"45503",69.861777,32.747876,1,1,1,1
"45618",62.933184,25.936813,2,3,5,5
"45696",66.973729,30.190045,3,4,4,4
"45720",70.893038,31.832593,1,1,1,1
"45728",72.461557,34.166596,2,2,2,2
"45749",70.9063,31.838464,3,4,4,4
"45750",70.9063,31.838464,2,3,5,5
"46044",62.713802,26.069145,2,2,2,2
"46045",68.952372,28.971322,1,1,1,1
"46153",71.187182,30.09477,2,3,5,5
"46162",74.074728,32.571105,2,3,3,3
"46195",70.687074,32.995865,2,3,5,5
"46437",73.087963,33.632456,2,2,2,2
"46476",68.301119,26.591131,2,3,5,5
"46492",70.696374,33.559522,2,3,5,5
"46580",70.169771,28.332046,1,1,1,1
"46634",69.186432,28.636621,1,1,1,1
"46651",71.841188,34.832731,2,2,2,2
"46707",67.02702,24.952968,3,4,4,4
"46801",63.036332,26.004749,1,1,1,1
"46879",72.379948,33.924563,3,4,4,4
"46978",69.082992,28.138866,2,2,2,2
"47007",72.298783,34.754729,2,3,5,5
"47008",71.660843,34.048284,2,3,5,5
"47034",71.955133,35.378651,1,1,1,1
"47053",62.708172,25.608446,2,3,5,5
"47056",63.472797,25.266476,2,3,5,5
"47114",71.614783,34.612383,2,2,2,2
"47167",71.34279,34.824304,2,2,2,2
"47168",71.407671,34.899695,1,1,1,1
"47211",62.324495,25.195106,1,1,1,1
"47213",69.799099,32.595488,2,3,3,3
"47236",66.625432,27.806088,2,3,5,5
"47240",69.507725,32.61651,2,3,5,5
"47313",69.836378,32.388322,1,1,1,1
"47347",71.334887,34.668078,2,2,2,2
"47396",71.336742,34.669081,2,2,2,2
"47425",69.865846,32.607039,1,1,1,1
"47446",61.74659,25.046977,2,2,2,2
"47538",62.323768,25.1337,2,2,2,2
"47548",71.382818,34.001644,3,4,4,4
"47563",74.473818,31.591728,2,3,5,5
"47568",67.687038,26.966449,2,2,2,2
"47573",66.976903,30.1042,2,3,5,5
"47608",62.323768,25.1337,1,1,1,1
"47737",71.293773,34.022975,2,2,2,2
"47738",74.298534,31.535661,2,2,2,2
"47739",72.020012,34.764244,2,3,5,5
"47800",62.323768,25.1337,1,1,1,1
"47971",71.468438,34.804212,2,3,5,5
"47972",65.550511,27.102765,2,3,5,5
"47980",65.982176,27.656817,2,3,5,5
"47993",71.508834,30.174344,1,1,1,1
"47995",70.491069,32.461137,2,2,2,2
"48001",62.626602,25.710597,1,1,1,1
"48011",69.669405,32.40894,2,3,5,5
"48034",64.147852,26.730353,1,1,1,1
"48036",65.971114,27.645849,2,3,5,5
"48039",67.746701,30.825109,2,2,2,2
"48186",67.022519,24.92394,2,3,5,5
"48193",71.573933,33.957536,3,4,4,4
"48196",63.338033,26.633589,1,1,1,1
"48213",72.510598,34.666544,2,3,5,5
"48215",67.027832,24.902932,2,3,5,5
"48233",63.031124,25.99749,2,3,5,5
"48256",71.547345,34.182804,2,3,5,5
"48432",67.652279,29.875453,2,3,5,5
"48530",64.618676,25.239311,1,1,1,1
"48642",72.356612,34.80177,2,3,5,5
"48685",70.827296,33.433334,1,1,1,1
"48892",70.619213,33.826022,1,1,1,1
"48971",72.161549,34.287036,2,3,5,5
"49101",72.437589,34.572287,2,3,5,5
"49159",70.648447,30.705992,3,4,4,4
"49216",71.427747,34.771902,2,2,2,2
"49318",65.571876,26.896491,2,3,5,5
"49339",67.40041,29.805387,1,1,1,1
"49340",67.40041,29.805387,1,1,1,1
"49341",67.40041,29.805387,1,1,1,1
"49353",71.520364,34.734392,2,3,5,5
"49370",66.981415,30.139068,1,1,1,1
"49371",67.588196,30.216115,1,1,1,1
"49406",67.40041,29.805387,1,1,1,1
"49484",67.883333,28.95,3,4,4,4
"49509",68.436488,28.282935,3,4,4,4
"49533",72.464278,34.116416,2,3,5,5
"49666",69.290733,32.514467,2,3,5,5
"49757",66.998479,30.183284,2,2,2,2
"49909",66.84691,29.798417,1,1,1,1
"49982",71.525936,34.73622,2,2,2,2
"49984",70.377729,32.214509,2,2,2,2
"49991",71.429936,34.856902,2,3,3,3
"50083",62.365317,26.096947,1,1,1,1
"50084",66.957217,30.183388,2,3,5,5
"50116",66.960995,30.188793,2,3,5,5
"50229",65.608075,26.352899,2,3,5,5
"50313",65.476787,26.109015,2,3,5,5
"50341",66.994944,24.868941,2,3,5,5
"50381",66.994566,24.868401,1,1,1,1
"50398",67.009939,24.861462,2,3,5,5
"50404",62.365803,26.101453,1,1,1,1
"50405",65.942016,29.394051,1,1,1,1
"50456",62.03414,26.112352,1,1,1,1
"50457",62.03414,26.112352,1,1,1,1
"50470",62.034096,26.112053,1,1,1,1
"50488",63.88933,26.002067,1,1,1,1
"50514",67.398632,29.808836,1,1,1,1
"50555",68.36939,25.381751,2,3,5,5
"50601",65.48915,26.951559,1,1,1,1
"50637",66.945222,24.975646,2,3,5,5
"50638",71.58026,34.0047,2,2,2,2
"50641",73.079107,31.418714,1,1,1,1
"50673",63.338032,26.633589,1,1,1,1
"50674",68.707778,29.653333,1,1,1,1
"50696",68.707778,29.653333,1,1,1,1
"50697",68.707778,29.653333,1,1,1,1
"50698",68.707778,29.653333,1,1,1,1
"50714",69.686944,32.367222,1,1,1,1
"51028",72.476053,34.062465,2,2,2,2
"51029",72.516046,34.068703,2,3,5,5
"51060",67.017802,24.860787,2,3,5,5
"51062",74.347794,31.5308,1,1,1,1
"51233",71.569028,34.003181,1,1,1,1
"51263",72.688132,32.067541,1,1,1,1
"51290",66.611851,27.813057,2,2,2,2
"51417",66.974637,30.190089,1,1,1,1
"51418",71.58049,34.014975,2,2,2,2
"51419",67.070555,24.832106,2,2,2,2
"51441",70.100966,33.905705,1,1,1,1
"51455",65.475736,26.098269,2,3,5,5
"51650",74.294306,31.462532,1,1,1,1
"51669",63.036603,26.009433,2,2,2,2
"51750",67.283953,30.120388,1,1,1,1
"51772",66.965527,30.218773,1,1,1,1
"51912",70.32601,33.700303,2,2,2,2
"51954",62.013619,26.148541,2,2,2,2
"52039",72.050801,34.200114,3,4,4,4
"52052",63.036603,26.009433,1,1,1,1
"52085",63.088354,25.993516,2,3,5,5
"52128",62.013619,26.148541,1,1,1,1
"52129",63.036917,26.009054,1,1,1,1
