"","eventid","country_txt","latitude","longitude","attacktype1","targtype1","region","weaptype1","imonth","suicide","gname","guncertain1","doubtterr","groups"
"42941",201505110006,"Iraq",36.34,43.13,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"42942",201505110007,"Iraq",36.484444,42.42,"3","19","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"42944",201505110010,"Iraq",36.470321,42.104762,"1","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"42957",201505110097,"Iraq",33.416667,43.3,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"42958",201505110098,"Iraq",33.416667,43.3,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"42978",201505120036,"Iraq",33.327848,44.408326,"3","14","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"42981",201505120039,"Iraq",35.159893,44.30555,"1","4","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","1",2
"42984",201505120054,"Iraq",33.340261,43.821902,"3","20","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43007",201505120113,"Iraq",33.404852,43.918597,"3","20","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43021",201505130013,"Iraq",33.100298,44.583139,"3","17","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43022",201505130015,"Iraq",34.124791,43.888433,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43068",201505140013,"Iraq",32.559762,41.919647,"9","4","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"43076",201505140066,"Iraq",33.402337,43.262615,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43077",201505140067,"Iraq",33.434282,43.318845,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43114",201505150004,"Iraq",33.416667,43.3,"6","2","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43126",201505150038,"Iraq",33.416667,43.3,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43127",201505150039,"Iraq",33.402337,43.262615,"2","3","10","5","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"43153",201505160007,"Iraq",33.061667,44.354167,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43155",201505160010,"Iraq",33.404852,43.918597,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43156",201505160011,"Iraq",34.929167,43.493056,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43168",201505160063,"Iraq",33.416667,43.3,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43169",201505160064,"Iraq",33.416667,43.3,"3","21","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43170",201505160065,"Iraq",33.35,43.783333,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43197",201505170013,"Iraq",33.416667,43.3,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43198",201505170014,"Iraq",33.384444,43.525278,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43214",201505170058,"Iraq",33.420768,43.321753,"3","3","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43268",201505190009,"Iraq",34.901257,43.490958,"2","3","10","5","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"43289",201505190057,"Iraq",33.384444,43.525278,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43324",201505200044,"Iraq",33.405854,43.451236,"3","4","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43325",201505200045,"Iraq",33.399059,43.483521,"9","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43401",201505220017,"Iraq",33.434276,38.908668,"3","3","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43461",201505230060,"Iraq",34.925074,43.809004,"3","1","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43476",201505240006,"Iraq",33.75,44.633333,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43481",201505240012,"Iraq",33.75,44.633333,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43483",201505240016,"Iraq",33.85,42.55,"3","14","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43505",201505240081,"Iraq",33.695694,45.067169,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43506",201505240082,"Iraq",33.695694,45.067169,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43507",201505240083,"Iraq",33.695694,45.067169,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43508",201505240084,"Iraq",33.695694,45.067169,"3","3","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43509",201505240085,"Iraq",33.75,44.633333,"3","20","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43510",201505240086,"Iraq",33.75,44.633333,"3","20","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43511",201505240087,"Iraq",33.793896,42.442989,"9","4","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"43599",201505260067,"Iraq",33.404852,43.918597,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43600",201505260068,"Iraq",33.404852,43.918597,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43601",201505260069,"Iraq",33.35,43.783333,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43687",201505290005,"Iraq",33.279633,44.385117,"3","1","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43688",201505290006,"Iraq",33.314697,44.420803,"3","1","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43743",201505300005,"Iraq",34.6,43.683333,"3","20","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43747",201505300016,"Iraq",33.404852,43.918597,"3","4","10","6","5","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43761",201505300045,"Iraq",33.773348,45.14945,"6","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43762",201505300046,"Iraq",33.038056,40.284444,"6","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43763",201505300047,"Iraq",34.368794,41.094472,"6","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43764",201505300048,"Iraq",34.373209,41.986585,"6","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43765",201505300049,"Iraq",34.468611,41.916667,"6","14","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43802",201505310006,"Iraq",33.85,42.55,"3","14","10","6","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43823",201505310043,"Iraq",33.396138,43.506328,"9","4","10","13","5","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43841",201506010003,"Iraq",33.255442,44.505912,"3","1","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43845",201506010007,"Iraq",33.433795,43.963635,"9","17","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43846",201506010008,"Iraq",33.678926,43.465862,"3","3","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43874",201506020021,"Iraq",33.344096,44.436343,"3","3","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43906",201506030006,"Iraq",34.198803,43.873311,"3","17","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43908",201506030008,"Iraq",35.746944,44.517222,"3","15","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43950",201506040001,"Iraq",33.268315,44.34494,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43952",201506040003,"Iraq",33.664354,44.373779,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43965",201506040028,"Iraq",35.064229,43.54988,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"43966",201506040029,"Iraq",33.35,43.783333,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"43967",201506040030,"Iraq",34.099167,42.389167,"3","17","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"43968",201506040031,"Iraq",33.679444,43.465833,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"43969",201506040032,"Iraq",33.35,43.783333,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43983",201506040103,"Iraq",36.351773,43.151895,"1","10","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"43989",201506050008,"Iraq",33.223512,44.434701,"2","4","10","5","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",2
"44008",201506060001,"Iraq",33.695694,45.067169,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44011",201506060007,"Iraq",33.3806,43.584719,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"44039",201506060049,"Iraq",33.405854,43.451236,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44040",201506060050,"Iraq",33.679444,43.465833,"3","14","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44113",201506080003,"Iraq",33.061667,44.354167,"3","17","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44140",201506090003,"Iraq",33.344096,44.436343,"3","1","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44159",201506090030,"Iraq",33.164486,43.864934,"3","2","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44179",201506100001,"Iraq",33.370243,44.278691,"3","3","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44254",201506120003,"Iraq",33.061667,44.354167,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44287",201506130005,"Iraq",34.832819,43.516219,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44289",201506130009,"Iraq",33.3806,43.584719,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"44303",201506130035,"Iraq",34.832819,43.516219,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44304",201506130036,"Iraq",34.832819,43.516219,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44305",201506130037,"Iraq",33.404852,43.918597,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"44306",201506130038,"Iraq",33.35,43.783333,"3","20","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44324",201506140001,"Iraq",33.380328,44.396927,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44325",201506140002,"Iraq",33.411707,44.432341,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44329",201506140007,"Iraq",33.35,43.783333,"6","14","10","9","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44330",201506140008,"Iraq",34.368794,41.094472,"9","14","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44369",201506150044,"Iraq",33.907776,42.542993,"9","14","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44370",201506150045,"Iraq",33.35,43.783333,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"44371",201506150046,"Iraq",34.925074,43.809004,"3","21","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44372",201506150047,"Iraq",34.583429,43.725664,"3","21","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44373",201506150048,"Iraq",34.929167,43.493056,"9","14","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44435",201506160035,"Iraq",33.291944,44.065556,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"44449",201506160054,"Iraq",33.164486,43.864934,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44450",201506160055,"Iraq",33.164486,43.864934,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44451",201506160056,"Iraq",33.33,43.781667,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44483",201506170038,"Iraq",33.164486,43.864934,"3","3","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44485",201506170040,"Iraq",34.929167,43.493056,"9","3","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44534",201506180021,"Iraq",33.164486,43.864934,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44535",201506180022,"Iraq",33.34031,43.862546,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"44536",201506180023,"Iraq",33.35,43.783333,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44556",201506190007,"Iraq",35.299472,44.328386,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44647",201506220007,"Iraq",34.6,43.683333,"6","8","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44661",201506220029,"Iraq",32.041111,42.254722,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"44662",201506220030,"Iraq",34.139722,42.378056,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"44664",201506220032,"Iraq",33.35,43.783333,"3","4","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"44666",201506220034,"Iraq",33.85,42.55,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"44688",201506230004,"Iraq",33.8625,45.287222,"3","14","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44691",201506230007,"Iraq",32.765373,43.391655,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"44710",201506230038,"Iraq",34.533753,43.483738,"3","20","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44711",201506230039,"Iraq",34.533753,43.483738,"3","20","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44727",201506240002,"Iraq",35.064229,43.54988,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44729",201506240004,"Iraq",33.356054,44.420643,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44731",201506240008,"Iraq",35.064229,43.54988,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44732",201506240009,"Iraq",35.064229,43.54988,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"44765",201506250013,"Iraq",35.485833,43.240556,"1","14","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"44777",201506250050,"Iraq",33.35,43.783333,"3","4","10","6","6","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"44800",201506260009,"Iraq",33.223512,44.434701,"3","17","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44839",201506270003,"Iraq",33.3,44.4,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44840",201506270004,"Iraq",33.3739,44.536067,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"44843",201506270007,"Iraq",33.164486,43.864934,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44850",201506270029,"Iraq",33.257337,44.394566,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"44851",201506270030,"Iraq",33.268315,44.34494,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","1","0",1
"44878",201506280054,"Iraq",34.018912,42.410431,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"44879",201506280055,"Iraq",33.637651,42.826623,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"44880",201506280056,"Iraq",33.637651,42.826623,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"44881",201506280057,"Iraq",33.637651,42.826623,"9","4","10","13","6","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"44905",201506290004,"Iraq",35.135849,44.087712,"3","14","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44930",201506290044,"Iraq",33.416667,43.3,"3","8","10","6","6","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"44997",201507010002,"Iraq",34.929167,43.493056,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"45002",201507010014,"Iraq",33.34031,43.862546,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"45026",201507010071,"Iraq",36.34,43.13,"6","15","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45039",201507020004,"Iraq",33.082341,44.644382,"3","17","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45050",201507020027,"Iraq",33.404852,43.918597,"2","4","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",2
"45054",201507020031,"Iraq",33.35,43.783333,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45055",201507020032,"Iraq",33.456944,43.342222,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45134",201507040003,"Iraq",33.268315,44.34494,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45146",201507040035,"Iraq",36.358611,43.099444,"6","14","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45149",201507040038,"Iraq",33.277992,44.328386,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45151",201507040040,"Iraq",33.695694,45.067169,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45153",201507040044,"Iraq",36.449444,43.351667,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"45196",201507050012,"Iraq",34.207171,42.354827,"3","21","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45197",201507050013,"Iraq",34.927379,43.480128,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45198",201507050014,"Iraq",34.921138,43.476517,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45208",201507050042,"Iraq",35.326864,44.244808,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45209",201507050043,"Iraq",35.465576,44.380392,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45210",201507050044,"Iraq",36.34,43.13,"6","14","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45249",201507060014,"Iraq",33.223512,44.434701,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"45251",201507060034,"Iraq",34.084451,42.356944,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45252",201507060035,"Iraq",34.929167,43.493056,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45253",201507060036,"Iraq",35.358935,44.145917,"6","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45254",201507060039,"Iraq",34.139722,42.378056,"3","20","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",3
"45285",201507070031,"Iraq",34.922668,43.456279,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45286",201507070032,"Iraq",34.929167,43.493056,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"45288",201507070034,"Iraq",33.251506,44.5078,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45290",201507070039,"Iraq",36.34,43.13,"3","15","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45332",201507080021,"Iraq",33.408957,44.400231,"3","2","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45337",201507080044,"Iraq",33.399232,43.683552,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45338",201507080045,"Iraq",33.341072,43.594949,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"45360",201507090028,"Iraq",34.998618,43.254581,"9","10","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45362",201507090033,"Iraq",34.196067,43.891256,"9","3","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45364",201507090040,"Iraq",33.102506,44.586277,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45405",201507100044,"Iraq",33.414598,43.455254,"3","3","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45410",201507100050,"Iraq",33.382813,43.583679,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"45447",201507110019,"Iraq",33.393788,43.449279,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"45452",201507110026,"Iraq",35.445215,44.282097,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45453",201507110027,"Iraq",35.445215,44.282097,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45454",201507110028,"Iraq",35.445215,44.282097,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45494",201507120019,"Iraq",33.268315,44.34494,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45498",201507120025,"Iraq",33.378399,44.341727,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45499",201507120026,"Iraq",33.396634,44.341287,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45500",201507120029,"Iraq",36.322392,41.860499,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45501",201507120031,"Iraq",33.309123,44.338598,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45529",201507130008,"Iraq",33.423277,44.401651,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45556",201507130043,"Iraq",35.797838,43.294704,"6","14","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45580",201507140013,"Iraq",33.061667,44.354167,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45585",201507140018,"Iraq",33.843884,44.523289,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45628",201507150022,"Iraq",34.928912,43.479482,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45631",201507150025,"Iraq",33.42574,43.290983,"6","14","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"45670",201507160054,"Iraq",34.10729,43.895811,"3","3","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45673",201507160057,"Iraq",33.386732,43.524819,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45706",201507170035,"Iraq",33.636754,44.23616,"3","3","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45734",201507180045,"Iraq",33.571857,44.544569,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45738",201507180049,"Iraq",33.275338,44.330377,"3","20","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",3
"45770",201507190059,"Iraq",33.402099,43.290289,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"45804",201507200035,"Iraq",33.345221,43.783187,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45806",201507200040,"Iraq",33.403751,43.9118,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"45809",201507200043,"Iraq",35.051001,43.559456,"2","14","10","5","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"45811",201507200046,"Iraq",33.780497,44.555054,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45814",201507200050,"Iraq",33.434646,43.28564,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45852",201507210054,"Iraq",33.309691,44.367958,"3","1","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45853",201507210055,"Iraq",33.241085,44.470371,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45856",201507210059,"Iraq",33.673248,44.361488,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45861",201507210066,"Iraq",33.365916,43.770322,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"45862",201507210067,"Iraq",33.751401,44.589845,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45899",201507220040,"Iraq",33.429154,44.398701,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45900",201507220044,"Iraq",33.269957,44.345763,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45901",201507220045,"Iraq",33.417562,44.429263,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45902",201507220046,"Iraq",33.402381,43.911811,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"45937",201507230035,"Iraq",36.187306,42.224158,"3","14","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",1
"45968",201507240035,"Iraq",35.485309,43.24103,"2","14","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",2
"46011",201507250050,"Iraq",34.881013,44.620466,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"46019",201507250058,"Iraq",33.358516,44.49648,"9","4","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",4
"46022",201507250063,"Iraq",36.35453,43.16693,"6","14","10","13","7","0","Islamic State of Iraq and the Levant (ISIL)","0","0",4
"46023",201507250064,"Iraq",34.88028,44.620228,"3","14","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","0",5
"46060",201507260041,"Iraq",33.635559,44.2335,"3","4","10","6","7","0","Islamic State of Iraq and the Levant (ISIL)","0","1",1
"46061",201507260042,"Iraq",33.407252,43.287188,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
"46111",201507270065,"Iraq",33.435279,43.281158,"3","4","10","6","7","1","Islamic State of Iraq and the Levant (ISIL)","0","1",5
